baseId,topic,level,question,optionA,optionB,optionC,optionD,correctOption,explanation,language,question_pt,optionA_pt,optionB_pt,optionC_pt,optionD_pt,explanation_pt,topic_pt,question_es,optionA_es,optionB_es,optionC_es,optionD_es,explanation_es,topic_es,question_fr,optionA_fr,optionB_fr,optionC_fr,optionD_fr,explanation_fr,topic_fr
astro_00029,Scientists,5,What disease did Stephen Hawking overcome to become a renowned physicist?,Multiple sclerosis,ALS (Lou Gehrig's disease),Parkinson's disease,Muscular dystrophy,B,Stephen Hawking was diagnosed with ALS (amyotrophic lateral sclerosis) in 1963 but continued his groundbreaking work for decades.,en,Que doença Stephen Hawking superou para se tornar um físico renomado?,Esclerose múltipla,ELA (doença de Lou Gehrig),Doença de Parkinson,Distrofia muscular,"Stephen Hawking foi diagnosticado com ELA (esclerose lateral amiotrófica) em 1963, mas continuou seu trabalho inovador por décadas.",Cientistas,¿Qué enfermedad superó Stephen Hawking para convertirse en un físico de renombre?,Esclerosis múltiple,ELA (enfermedad de Lou Gehrig),Enfermedad de Parkinson,Distrofia muscular,"A Stephen Hawking le diagnosticaron ELA (esclerosis lateral amiotrófica) en 1963, pero continuó con su trabajo pionero durante décadas.",Científicos,Quelle maladie Stephen Hawking a-t-il surmontée pour devenir un physicien de renom ?,Sclérose en plaques,SLA (maladie de Lou Gehrig),Maladie de Parkinson,Dystrophie musculaire,"Stephen Hawking a été diagnostiqué avec la SLA (sclérose latérale amyotrophique) en 1963, mais il a continué son travail de pionnier pendant des décennies.",Scientifiques
astro_00030,Stellar Objects,3,What do reflection nebulae do to starlight?,Absorb it,Reflect it,Emit it,Bend it,B,Reflection nebulae reflect light from nearby stars creating beautiful blue-colored clouds in space.,en,O que as nebulosas de reflexão fazem com a luz das estrelas?,Absorva-o,Refletir,Emitir,Dobre-o,"As nebulosas de reflexão refletem a luz de estrelas próximas, criando belas nuvens de cor azul no espaço.",Objetos estelares,¿Qué hacen las nebulosas de reflexión a la luz de las estrellas?,Absorberlo,Reflejarlo,Emitirlo,Dóblalo,Las nebulosas de reflexión reflejan la luz de las estrellas cercanas creando hermosas nubes de color azul en el espacio.,Objetos estelares,Quelle est l'influence des nébuleuses par réflexion sur la lumière des étoiles ?,L'absorber,Réfléchissez-y,L'émettre,Le plier,"Les nébuleuses par réflexion reflètent la lumière des étoiles proches, créant ainsi de magnifiques nuages bleus dans l'espace.",Objets stellaires
astro_00031,Stellar Objects,4,What do supernovae create that is crucial for the universe?,Energy,Heavy elements,Stellar Objects,Neutron stars,B,Supernovae create and distribute heavy elements throughout the universe essential for planet and life formation.,en,O que as supernovas criam que é crucial para o universo?,Energia,Elementos pesados,Objetos estelares,Estrelas de nêutrons,"As supernovas criam e distribuem elementos pesados por todo o universo, essenciais para a formação do planeta e da vida.",Objetos estelares,¿Qué crean las supernovas que sea crucial para el universo?,Energía,Elementos pesados,Objetos estelares,Estrellas de neutrones,Las supernovas crean y distribuyen por el universo elementos pesados esenciales para la formación de planetas y de vida.,Objetos estelares,Qu'est-ce que les supernovae créent de crucial pour l'univers ?,L'énergie,Éléments lourds,Objets stellaires,Étoiles à neutrons,Les supernovae créent et distribuent dans l'univers des éléments lourds essentiels à la formation des planètes et de la vie.,Objets stellaires
astro_00032,Galaxies & Cosmology,7,"What does ""fc"" represent in the Drake Equation?",Fraction of civilizations,Fraction of communicating civilizations,Fraction of planets with continents,Fraction of carbon-based life,B,The parameter fc represents the fraction of civilizations that develop technology for interstellar communication.,en,"O que ""fc"" representa na Equação de Drake?",Fração de civilizações,Fração de civilizações que se comunicam,Fração de planetas com continentes,Fração de vida baseada em carbono,O parâmetro fc representa a fração de civilizações que desenvolvem tecnologia para comunicação interestelar.,Galáxias e Cosmologia,"¿Qué representa ""fc"" en la ecuación de Drake?",Fracción de civilizaciones,Fracción de civilizaciones comunicantes,Fracción de planetas con continentes,Fracción de la vida basada en el carbono,El parámetro fc representa la fracción de civilizaciones que desarrollan tecnología para la comunicación interestelar.,Galaxias y cosmología,"Que représente ""fc"" dans l'équation de Drake ?",Fraction des civilisations,Fraction des civilisations communicantes,Fraction des planètes avec des continents,Fraction de la vie basée sur le carbone,Le paramètre fc représente la fraction de civilisations qui développent une technologie de communication interstellaire.,Galaxies et cosmologie
astro_00033,Galaxies & Cosmology,5,"What does ""L"" represent in the Drake Equation?",Length of planetary orbits,Lifetime of communicating civilizations,Light-years to nearest star,Level of technology,B,The parameter L represents the length of time that civilizations release detectable signals into space.,en,"O que o ""L"" representa na Equação de Drake?",Comprimento das órbitas planetárias,Vida útil das civilizações em comunicação,Anos-luz até a estrela mais próxima,Nível de tecnologia,O parâmetro L representa o período de tempo em que as civilizações liberam sinais detectáveis no espaço.,Galáxias e Cosmologia,"¿Qué representa ""L"" en la ecuación de Drake?",Longitud de las órbitas planetarias,Toda una vida comunicando civilizaciones,Años luz hasta la estrella más cercana,Nivel tecnológico,El parámetro L representa el tiempo durante el cual las civilizaciones emiten señales detectables en el espacio.,Galaxias y cosmología,"Que représente ""L"" dans l'équation de Drake ?",Longueur des orbites planétaires,La vie des civilisations communicantes,Années-lumière de l'étoile la plus proche,Niveau de technologie,Le paramètre L représente la durée pendant laquelle les civilisations émettent des signaux détectables dans l'espace.,Galaxies et cosmologie
astro_00034,Galaxies & Cosmology,7,"What does ""ne"" represent in the Drake Equation?",Number of Earths,Number of planets per star system,Number of electrons,Number of ecosystems,B,The parameter ne represents the average number of planets that could potentially support life per star.,en,"O que ""ne"" representa na Equação de Drake?",Número de Terras,Número de planetas por sistema estelar,Número de elétrons,Número de ecossistemas,O parâmetro ne representa o número médio de planetas que poderiam suportar vida por estrela.,Galáxias e Cosmologia,"¿Qué representa ""ne"" en la ecuación de Drake?",Número de Tierras,Número de planetas por sistema estelar,Número de electrones,Número de ecosistemas,El parámetro ne representa el número medio de planetas que podrían albergar vida por estrella.,Galaxias y cosmología,"Que représente ""ne"" dans l'équation de Drake ?",Nombre de terres,Nombre de planètes par système stellaire,Nombre d'électrons,Nombre d'écosystèmes,Le paramètre ne représente le nombre moyen de planètes susceptibles d'abriter la vie par étoile.,Galaxies et cosmologie
astro_00035,Relativity & Fundamental Physics,8,What does E = mc² mean?,Energy equals mass times speed,Energy is proportional to time,Energy equals mass times the speed of light squared,Energy increases with heat,C,Einstein’s formula shows mass and energy are equivalent.,en,O que significa E = mc²?,A energia é igual à massa vezes a velocidade,A energia é proporcional ao tempo,A energia é igual à massa vezes a velocidade da luz ao quadrado,A energia aumenta com o calor,A fórmula de Einstein mostra que a massa e a energia são equivalentes.,Relatividade e física fundamental,¿Qué significa E = mc²?,La energía es igual a la masa por la velocidad,La energía es proporcional al tiempo,La energía es igual a la masa por la velocidad de la luz al cuadrado,La energía aumenta con el calor,La fórmula de Einstein demuestra que la masa y la energía son equivalentes.,Relatividad y física fundamental,Que signifie E = mc² ?,L'énergie est égale à la masse multipliée par la vitesse,L'énergie est proportionnelle au temps,L'énergie est égale à la masse multipliée par la vitesse de la lumière au carré,L'énergie augmente avec la chaleur,La formule d'Einstein montre que la masse et l'énergie sont équivalentes.,Relativité et physique fondamentale
astro_00036,Relativity & Fundamental Physics,4,What does Einstein's famous equation E=mc² represent?,Energy equals mass times the speed of light,Mass-energy equivalence,The speed of light formula,The theory of gravity,B,"E=mc² represents mass-energy equivalence, showing that mass and energy are interchangeable.",en,O que representa a famosa equação de Einstein E=mc²?,A energia é igual à massa vezes a velocidade da luz,Equivalência de massa e energia,A fórmula da velocidade da luz,A teoria da gravidade,"E=mc² representa a equivalência entre massa e energia, mostrando que massa e energia são intercambiáveis.",Relatividade e física fundamental,¿Qué representa la famosa ecuación de Einstein E=mc²?,La energía es igual a la masa por la velocidad de la luz,Equivalencia masa-energía,La fórmula de la velocidad de la luz,La teoría de la gravedad,"E=mc² representa la equivalencia masa-energía, demostrando que la masa y la energía son intercambiables.",Relatividad y física fundamental,Que représente la célèbre équation d'Einstein E=mc² ?,L'énergie est égale à la masse multipliée par la vitesse de la lumière,Équivalence masse-énergie,La formule de la vitesse de la lumière,La théorie de la gravité,"E=mc² représente l'équivalence masse-énergie, montrant que la masse et l'énergie sont interchangeables.",Relativité et physique fondamentale
astro_00037,General Curiosities,1,What does space smell like according to astronauts?,Nothing (no smell),Flowers,Hot metal and welding fumes,Ozone,C,"Astronauts report that space (or rather, their spacesuits after spacewalks) smells like hot metal and welding fumes.",en,Qual é o cheiro do espaço segundo os astronautas?,Nada (sem cheiro),Flores,Metal quente e fumaça de solda,Ozônio,"Os astronautas relatam que o espaço (ou melhor, seus trajes espaciais após as caminhadas espaciais) cheira a metal quente e fumaça de solda.",Curiosidades gerais,¿A qué huele el espacio según los astronautas?,Nada (sin olor),Flores,Metal caliente y humos de soldadura,Ozono,"Los astronautas afirman que el espacio (o mejor dicho, sus trajes espaciales después de las caminatas espaciales) huele a metal caliente y a humos de soldadura.",Curiosidades generales,Quelle est l'odeur de l'espace selon les astronautes ?,Rien (pas d'odeur),Fleurs,Métal chaud et fumées de soudage,Ozone,Les astronautes rapportent que l'espace (ou plutôt leurs combinaisons spatiales après les sorties dans l'espace) sent le métal chaud et les fumées de soudage.,Curiosités générales
astro_00038,Worlds Beyond,4,What does TESS stand for?,Transiting Exoplanet Survey Satellite,Terrestrial Exoplanet Search System,Telescope for Exoplanet Spectral Studies,Transiting Earth-like Star Survey,A,TESS is the Transiting Exoplanet Survey Satellite that searches for exoplanets using the transit method.,en,O que significa TESS?,Satélite de Pesquisa de Exoplanetas em Trânsito,Sistema de busca de exoplanetas terrestres,Telescópio para estudos espectrais de exoplanetas,Pesquisa de estrelas semelhantes à Terra em trânsito,O TESS é o Transiting Exoplanet Survey Satellite (Satélite de Pesquisa de Exoplanetas em Trânsito) que busca exoplanetas usando o método de trânsito.,Mundos além,¿Qué significa TESS?,Satélite de exploración de exoplanetas en tránsito,Sistema de búsqueda de exoplanetas terrestres,Telescopio para estudios espectrales de exoplanetas,Encuesta sobre estrellas similares a la Tierra en tránsito,TESS es el satélite de sondeo de exoplanetas en tránsito que busca exoplanetas utilizando el método del tránsito.,Mundos más allá,Que signifie TESS ?,Transiting Exoplanet Survey Satellite,Système de recherche d'exoplanètes terrestres,Télescope pour l'étude spectrale des exoplanètes,Étude des étoiles semblables à la Terre en transit,TESS est le Transiting Exoplanet Survey Satellite qui recherche des exoplanètes par la méthode des transits.,Les mondes au-delà
astro_00039,Galaxies & Cosmology,5,What does the Drake Equation estimate?,The number of stars in the galaxy,The number of communicating alien civilizations,The age of the universe,The speed of light,B,"The Drake Equation is a probabilistic argument used to estimate the number of active, communicating extraterrestrial civilizations in the Milky Way.",en,Qual é a estimativa da Equação de Drake?,O número de estrelas na galáxia,O número de civilizações alienígenas que se comunicam,A idade do universo,A velocidade da luz,A Equação de Drake é um argumento probabilístico usado para estimar o número de civilizações extraterrestres ativas e comunicantes na Via Láctea.,Galáxias e Cosmologia,¿Qué estima la ecuación de Drake?,El número de estrellas de la galaxia,El número de civilizaciones alienígenas comunicantes,La edad del universo,La velocidad de la luz,La Ecuación de Drake es un argumento probabilístico utilizado para estimar el número de civilizaciones extraterrestres activas y comunicantes en la Vía Láctea.,Galaxias y cosmología,Quelle est l'estimation de l'équation de Drake ?,Le nombre d'étoiles dans la galaxie,Le nombre de civilisations extraterrestres communicantes,L'âge de l'univers,La vitesse de la lumière,L'équation de Drake est un argument probabiliste utilisé pour estimer le nombre de civilisations extraterrestres actives et communicantes dans la Voie lactée.,Galaxies et cosmologie
